"userid","id","from_visit","to_visit","place_id","visit_date","visit_type","session","mobile","mobile_ime","ipaddress","latitude","longitude","url_link","network","device","browse1","browse2","visit_count","social","up_count","down_count","web_qry","level","percent"
"4BDC5-5271-27B7C",425,"19:21","20:11",11,"2022-04-27",1,16,"9623842628","353478242170543","192.234.12.21","10.6782","77.9293","http://www.animehouse.com /","Airtel",2,"Chrome","Chrome",34,"Facebook, Google, TikTok",32,16,"animehouse","",0.0
"F651A-82DD-5A4B3",424,"20:35","20:53",16,"2022-04-23",3,29,"7423545001","575705962585845","192.14.30.40","11.6506","79.1820","https://www.udemy.com/hom e/my-courses/learning/?p= 3","Jio",3,"Firefox","BlackBerry",33,"Whatsapp, Youtube",11,38,"download oganization projects","",0.0
"72ED1-C1D2-28DEC",423,"10:38","11:38",12,"2022-04-29",10,31,"6230961697","603649561449798","192.219.103.46","10.9652","78.1243","http://localhost:8888/tre e","BSNL",3,"Safari","Chrome",60,"Twitter, Instagram",13,6,"avalilable arts colleges in chennai","",0.0
"2B006-8333-0D585",421,"13:33","14:12",12,"2022-04-25",1,38,"7848254145","743448744019275","192.38.249.49","10.2095","79.3636","http://geocities.com/plug playmanga/","BSNL",3,"Internet Explorer","Android Browser",68,"Twitter",23,15,"adult sites","",0.0
"767EE-FA8F-D1544",419,"17:14","18:6",20,"2022-05-02",13,25,"6870059017","667764933868187","192.155.33.43","10.1401","79.1151","https://campus.datacamp.c om/courses/intro-to-pytho n-for-data-science/chapte r-2-python-lists?ex=10","Airtel",1,"Opera","Safari (in-app)",54,"Whatsapp, Youtube",42,44,"latest technologies and robotics","",0.0
"3887F-AD85-6DACA",418,"11:40","12:10",19,"2022-04-23",1,20,"8446355959","352223139471924","192.246.192.177","11.1839","80.8809","http://www.animehouse.com /","Airtel",2,"Safari","Chrome",43,"Twitter, Google",42,33,"animehouse","",0.0
"8704A-043F-02474",417,"2:30","3:25",15,"2022-04-29",1,35,"8505014129","110442417984240","192.224.203.26","11.9028","78.5302","http://www.aoihayashi.com /","Airtel",3,"Firefox","Chrome",64,"Whatsapp, Youtube",6,38,"aoihayashi","",0.0
"13ECA-1C37-254F0",416,"12:22","12:43",21,"2022-04-26",13,37,"7821363885","148772113586143","192.30.0.94","11.6116","78.6345","https://www.sitepoint.com /t/sha512-hash-in-php/325 4","Airtel",1,"Internet Explorer","Chrome",39,"Twitter, Instagram, LinkedIn",4,29,"youtube channel creation","",0.0
"3FAFA-6A6F-31DE2",415,"2:36","3:12",24,"2022-04-26",1,11,"9337052331","486528949734905","192.92.23.127","11.1019","80.8581","http://www.angelfire.com/ anime2/yurifics/index.htm l","BSNL",2,"Chrome","Safari (in-app)",58,"Facebook",32,22,"angelfire","",0.0
"48362-4E7F-B6173",414,"15:21","15:57",15,"2022-05-02",12,25,"9594011517","384753353343269","192.150.35.160","10.9791","80.6130","https://www.hackerrank.co m/network/followers","Jio",3,"Safari","Safari (in-app)",46,"Twitter",36,2,"kids play dolls","",0.0
"1DF6E-EEA4-3A5CD",413,"4:25","5:18",4,"2022-05-01",4,14,"6791523906","859795813222073","192.215.56.20","11.2467","77.4755","https://www.udemy.com/pyt hon-complete/learn/v4/?co uponCode=UCFREE1","Airtel",1,"Chrome","Android Browser",44,"Twitter",1,17,"Artificial intelligence functionalites","",0.0
"2854E-6143-80135",412,"10:14","10:55",22,"2022-04-23",12,31,"6653222102","982991434873397","192.109.53.158","11.8146","77.5174","http://www.supercounters. com/stats/1343844","BSNL",1,"Internet Explorer","Internet Explorer",64,"Twitter, Google",22,48,"dress shopping","",0.0
"CDAC7-4685-EE706",411,"13:12","13:36",1,"2022-04-27",6,22,"9971073150","540453464383450","192.42.54.80","11.4891","77.1689","https://web.facebook.com/ sabbir.ahmed.emon.80?hc_l ocation=ufi","Vodafone",2,"Safari","BlackBerry",32,"Twitter, Youtube, LinkedIn",6,2,"cancer diseases and symptoms","",0.0
"B783A-E2A4-63185",410,"14:58","15:16",11,"2022-04-29",4,16,"8979293288","749341829540700","192.205.92.117","11.6638","78.9344","https://campus.datacamp.c om/courses/intro-to-pytho n-for-data-science/chapte r-2-python-lists?ex=5","Airtel",1,"Safari","BlackBerry",48,"Whatsapp, Youtube",9,15,"blockchain technologies","",0.0
"1DF6E-EEA4-3A5CD",409,"17:36","18:32",3,"2022-04-25",1,11,"6791523906","859795813222073","192.3.25.215","10.1224","80.4358","http://www.internetdump.c om/users/pornographite/in dex1.html","Airtel",1,"Firefox","Internet Explorer",43,"Whatsapp",36,43,"internet pornographite","",0.0
"6827B-42BB-F8354",408,"11:53","12:47",17,"2022-04-27",9,37,"7648415966","223394692333125","192.150.104.83","10.6318","79.5991","https://www.udebug.com/FB HC/facebook-hacker-cup-20 17/qualification-round","Airtel",1,"Internet Explorer","Internet Explorer",40,"Twitter",49,28,"design templates","",0.0
"C3B0F-C2BB-0F731",407,"19:3","19:29",14,"2022-04-25",13,37,"8869012402","932976216665209","192.56.152.136","10.3001","79.1701","https://www.kaggle.com/da tasets","Vodafone",3,"Safari","Android Browser",60,"Facebook, Google",26,4,"agriculture data analysis","",0.0
"42EA8-86C8-EDFCA",405,"5:51","6:46",7,"2022-04-24",1,15,"9880476025","598657336015750","192.73.234.7","11.3061","77.8524","http://www.geocities.com/ aetus_kane/reviews.html","BSNL",2,"Firefox","Chrome",65,"Twitter, Instagram, Snapchat",19,28,"aetus kane","",0.0
"5B31B-AC66-A7484",404,"17:4","17:46",18,"2022-04-30",2,32,"7157614901","996584458039351","192.183.24.19","10.7509","77.3610","https://ml.manash.me/","Jio",1,"Chrome","UC Browser",36,"Whatsapp",17,28,"cooking tips","",0.0
"5F345-AC56-0F846",403,"21:11","21:39",10,"2022-04-24",6,15,"7266618031","485817346871613","192.190.23.151","11.8467","79.6765","http://www.ittefaq.com.bd /politics/2018/02/10/1466 46.html","Airtel",3,"Firefox","Android Browser",49,"Facebook, Instagram",9,25,"cancer diseases and symptoms","",0.0
"F875A-DD47-DE07C",402,"13:55","14:32",3,"2022-04-27",1,39,"7534661494","706929961793089","192.255.152.67","10.8412","77.9342","http://www.freecartoonsex .com/","Jio",2,"Opera","Internet Explorer",70,"Whatsapp, Google",44,23,"free cartoon sex","",0.0
"5B31B-AC66-A7484",401,"3:8","3:58",17,"2022-04-29",1,15,"7157614901","996584458039351","192.127.242.18","10.8861","79.8959","http://www.jlist.com/","BSNL",1,"Chrome","Android Browser",47,"Whatsapp, Youtube, LinkedIn",39,10,"jlist","",0.0
"B1F22-80F7-85B02",400,"12:32","13:30",4,"2022-05-02",11,28,"9376634485","995578373453810","192.69.12.206","10.4628","78.1173","https://drive.google.com/ drive/","BSNL",1,"Opera","Internet Explorer",61,"Whatsapp",5,26,"wild animals information","",0.0
"C2561-F7D8-5737D",399,"4:46","5:19",12,"2022-04-27",3,30,"6921527781","824512109411641","192.252.204.120","11.5691","79.5230","http://bestitprograms.com /winedt-crack-keygen/","Airtel",3,"Firefox","Internet Explorer",43,"Whatsapp",42,18,"small companies","",0.0
"2BE1E-845E-16884",398,"8:56","9:26",4,"2022-04-23",9,33,"7720796992","834235272822436","192.132.237.125","11.5186","77.9580","https://web.facebook.com/ search/top/?q=shatil","Airtel",1,"Internet Explorer","Internet Explorer",58,"Twitter, Youtube",2,21,"temple rework","",0.0
"8DBF1-73F8-C42F8",397,"8:38","8:56",6,"2022-05-01",4,13,"8308501657","171021189127479","192.214.12.164","11.2732","78.7606","https://www.udebug.com/FB HC/facebook-hacker-cup-20 17","Jio",3,"Firefox","BlackBerry",55,"Twitter, Google",35,2,"web page event script","",0.0
"B6BCA-F133-20BAC",396,"9:19","9:39",14,"2022-05-02",4,14,"9202019514","398064663162622","192.107.30.109","11.1487","78.5039","https://www.w3schools.com /php/func_string_crypt.as p","Vodafone",3,"Chrome","BlackBerry",68,"Twitter",7,40,"learn programmings","",0.0
"FDFAF-1104-44F07",395,"9:18","9:39",10,"2022-04-29",1,22,"8969198821","770349065182152","192.62.109.253","11.3040","80.8162","http://www.asahi-net.or.j p/~uz9y-ab/yaoicomic.htm","Airtel",2,"Safari","Safari (in-app)",46,"Twitter",13,29,"asahi yaoicomic","",0.0
"348E4-3A2A-46DFA",394,"5:19","5:30",9,"2022-04-23",5,21,"9621199736","531512636397118","192.99.199.12","10.9910","80.9092","http://www.supercounters. com/visitor/1343844","Airtel",2,"Internet Explorer","UC Browser",56,"Facebook, Instagram",41,49,"game download","",0.0
"4E634-243B-FF318",393,"2:2","2:29",2,"2022-04-25",3,39,"6388425277","749745181353427","192.234.185.211","10.4880","78.2483","https://www.youtube.com/w atch?v=z0qhKP2liHs","Vodafone",3,"Firefox","Safari (in-app)",37,"Twitter, Instagram",27,3,"cooking orders","",0.0
"FDFAF-1104-44F07",391,"1:4","1:54",12,"2022-04-28",9,34,"8969198821","770349065182152","192.134.200.142","11.4780","79.2790","https://mail.zoho.com/","Airtel",2,"Opera","Internet Explorer",62,"Twitter, Google",7,22,"house infrastructure","",0.0
"B4556-4DBC-610A4",392,"21:17","21:52",4,"2022-04-25",1,13,"8830759233","927688278478924","192.89.227.237","11.4458","78.2511","http://www.gaytoon-japan. com","Vodafone",3,"Chrome","BlackBerry",52,"Whatsapp",0,16,"gaytoon japan","",0.0
"3FB54-C8C7-8807B",390,"21:7","21:26",23,"2022-04-24",13,38,"8448751049","424146354953514","192.32.28.149","10.4128","78.5311","https://www.udemy.com/how -to-increase-your-youtube -views-by-youcef-harizi/? couponCode=Y-2018&site_re f=mrtechmyth.com","Airtel",2,"Firefox","Android Browser",45,"Twitter",18,5,"youtube channel creation","",0.0
"AB1D2-8111-1B6ED",389,"14:12","14:24",12,"2022-04-30",2,40,"9797747539","695275549224092","192.57.127.32","10.5525","78.2753","https://ml.manash.me/","Airtel",2,"Firefox","Safari (in-app)",47,"Facebook, Youtube, TikTok",2,45,"cooking tips","",0.0
"413D7-0B35-4A6CF",387,"1:30","2:9",1,"2022-05-02",9,12,"7801253829","270432046136609","192.121.251.121","10.8642","77.2076","https://www.udebug.com/FB HC/facebook-hacker-cup-20 17/round-1","Airtel",3,"Firefox","UC Browser",47,"Twitter",4,31,"creative logos","",0.0
"2854E-6143-80135",386,"1:10","1:33",17,"2022-04-26",7,17,"6653222102","982991434873397","192.132.31.2","11.6255","79.2633","https://datascience.stack exchange.com/questions/10 950/link-prediction-bench mark-datasets","Airtel",3,"Internet Explorer","Safari (in-app)",46,"Twitter, Google, Snapchat",20,9,"online examination","",0.0
"357E4-3AAF-D0537",385,"3:48","4:34",19,"2022-04-28",4,35,"9506472806","571363692424675","192.83.104.133","11.4177","77.2312","http://www.10convert.com/ watch?v=Jaya8b6V_OY","Vodafone",2,"Firefox","Android Browser",51,"Whatsapp",46,47,"IOT and embedded","",0.0
"C45B3-4E24-D6717",384,"5:3","5:25",7,"2022-04-26",1,25,"8489922741","896211064170394","192.175.72.66","11.8732","79.9941","http://www.angelfire.com/ anime2/yurifics/index.htm l","Airtel",1,"Internet Explorer","BlackBerry",36,"Whatsapp, Instagram",19,20,"angelfire","",0.0
"618F6-32A6-AD4F5",382,"10:25","11:22",7,"2022-04-24",6,13,"9917639610","804448089264566","192.215.80.151","11.3548","77.9154","https://vjudge.net/contes t/212406","Airtel",1,"Chrome","Android Browser",60,"Whatsapp, Instagram",19,25,"heart speciality hospitals in tamilnadu","",0.0
"2A5EB-5A54-FAA8B",381,"21:38","22:6",3,"2022-04-30",10,38,"6731109808","764916594124398","192.70.231.138","11.7405","80.1233","https://uva.onlinejudge.o rg/","Airtel",2,"Internet Explorer","UC Browser",49,"Facebook",21,14,"avalilable engineering colleges in pondicherry","",0.0
"4B670-828C-BEDC0",380,"10:33","11:24",12,"2022-04-24",13,30,"7398384636","982408246484013","192.181.218.68","10.1808","80.9660","https://web.facebook.com/ search/str/shatil+ruet/ke ywords_users","Vodafone",1,"Chrome","BlackBerry",48,"Facebook, Instagram, TikTok",11,49,"tik tak videos","",0.0
"4B670-828C-BEDC0",379,"1:41","1:57",11,"2022-04-26",13,32,"7398384636","982408246484013","192.186.26.65","10.6999","78.6947","https://www.hackerrank.co m/companies/audible/jobs","Jio",3,"Internet Explorer","BlackBerry",30,"Whatsapp, Instagram, TikTok",32,25,"women safety","",0.0
"2420F-5411-C6635",378,"1:26","2:12",13,"2022-05-01",8,36,"8385618643","186322626882275","192.93.82.105","11.2035","79.3415","https://www.youtube.com/w atch?v=Dz1yMnnvpQo","Vodafone",3,"Chrome","Safari (in-app)",65,"Twitter, Google, TikTok",25,30,"election news in kerala","",0.0
"2B006-8333-0D585",377,"6:4","6:25",1,"2022-05-01",12,27,"7848254145","743448744019275","192.20.139.226","10.5400","78.1154","https://web.facebook.com/ events/149090099101238/?a ctive_tab=discussion","Vodafone",2,"Chrome","Internet Explorer",52,"Whatsapp, Google",4,28,"mobile shopping","",0.0
"C807A-2F41-3B1C8",376,"13:5","13:24",23,"2022-04-29",1,18,"6861039083","484439937663080","192.124.83.94","10.5858","78.6386","http://arachnoid.reverie- noire.com/","Jio",1,"Safari","Chrome",42,"Twitter",7,7,"arachnoid reverie","",0.0
"4020A-B6A7-FAA55",375,"10:38","11:36",6,"2022-04-29",2,26,"6263256529","764701507641452","192.130.203.20","11.6725","78.7386","https://www.udemy.com/pyt hon-complete/learn/v4/con tent","Vodafone",3,"Chrome","Internet Explorer",31,"Twitter",13,18,"image editing softwares","",0.0
"CA6ED-7B1B-57A4F",374,"10:58","11:28",11,"2022-04-30",1,23,"7891269199","757193652955976","192.49.200.238","11.8259","80.9517","http://www.g-collections. com","Airtel",3,"Opera","Android Browser",38,"Whatsapp",33,12,"g collections","",0.0
"4BDC5-5271-27B7C",373,"13:39","14:2",9,"2022-04-29",9,14,"9623842628","353478242170543","192.191.218.14","11.2264","78.3144","https://www.youtube.com/w atch?v=3dt4OGnU5sM","Vodafone",2,"Opera","UC Browser",35,"Whatsapp, Youtube",21,0,"temple rework","",0.0
"2BED2-ADF5-310D8",372,"17:30","18:10",8,"2022-04-27",7,13,"6243119621","911862315164500","192.125.232.38","11.9432","77.6047","https://www.online-conver t.com/login","Airtel",3,"Opera","Chrome",32,"Facebook, Google, LinkedIn",4,1,"kids security","",0.0
"357E4-3AAF-D0537",371,"4:53","5:36",12,"2022-05-01",12,27,"9506472806","571363692424675","192.174.137.175","11.6311","80.9033","http://helpfulhub.com/352 11/","BSNL",3,"Internet Explorer","Internet Explorer",47,"Facebook, Google, Snapchat",44,20,"dress shopping","",0.0
"4C022-84D7-012D8",370,"18:13","18:49",16,"2022-04-23",3,26,"7688643128","612222018815571","192.170.35.238","11.4770","79.6046","https://www.coursera.org/ learn/python/lecture/NhDl c/video-welcome-to-python -guido-van-rossum","Airtel",2,"Opera","Internet Explorer",53,"Twitter, Instagram",17,42,"download oganization projects","",0.0
"2BE1E-845E-16884",369,"8:33","9:28",23,"2022-04-26",1,38,"7720796992","834235272822436","192.6.206.218","10.7117","78.3394","http://www.canadahentai.c om","Vodafone",1,"Firefox","BlackBerry",41,"Whatsapp",44,16,"canada hentai","",0.0
"BFE87-7807-352A4",368,"9:6","9:47",3,"2022-04-24",1,16,"9740646597","669555388711512","192.110.92.200","11.8300","79.9049","http://www.angelfire.com/ goth/doujinshi_rapture/","Jio",1,"Safari","UC Browser",43,"Facebook, Youtube",2,22,"angelfire rapture","",0.0
"F6856-CE1A-2E23F",366,"12:6","12:32",15,"2022-04-24",6,14,"6556101111","479505143292647","192.210.96.20","11.4091","77.1999","https://www.youtube.com/w atch?v=4MN08dN67yc","Jio",1,"Firefox","Chrome",68,"Facebook, Instagram",9,7,"eye speciality hospitals in tamilnadu","",0.0
"A3BCA-EE24-050C3",365,"9:4","9:16",21,"2022-04-24",9,24,"6479346641","269546760348800","192.173.13.190","10.7396","80.4883","https://gist.github.com/r m-hull/bd60aed44024e9986e 3c","Airtel",1,"Opera","UC Browser",53,"Twitter, Instagram, LinkedIn",48,35,"house rework","",0.0
"E410E-AB3B-8808B",364,"21:57","22:55",24,"2022-04-30",7,12,"8532902237","448332512686128","192.192.203.163","10.8819","79.3847","https://www.online-conver t.com/login","Vodafone",2,"Internet Explorer","UC Browser",55,"Twitter",4,16,"kids security","",0.0
"4E634-243B-FF318",363,"7:20","7:46",7,"2022-04-25",6,28,"6388425277","749745181353427","192.224.58.86","10.5118","78.4154","https://www.hackerrank.co m/challenges/python-lists","Airtel",2,"Opera","Safari (in-app)",56,"Whatsapp",3,26,"heart speciality hospitals in tamilnadu","",0.0
"3FAFA-6A6F-31DE2",362,"18:3","18:48",11,"2022-05-02",1,29,"9337052331","486528949734905","192.10.194.213","11.5153","78.2693","http://www.canadahentai.c om","Airtel",2,"Internet Explorer","BlackBerry",67,"Facebook",1,27,"canada hentai","",0.0
"68C06-20DC-8E6F5",361,"14:41","15:35",7,"2022-04-29",5,36,"9243421208","318498775544637","192.225.180.185","11.4894","80.1919","https://github.com/surajr /URL-Classification","Vodafone",1,"Opera","Android Browser",63,"Whatsapp, Google",1,39,"villege complaints","",0.0
"6827B-42BB-F8354",360,"8:41","9:9",16,"2022-04-30",13,27,"7648415966","223394692333125","192.24.178.130","11.6944","78.7700","https://campus.datacamp.c om/courses/intro-to-pytho n-for-data-science/chapte r-2-python-lists?ex=10","Jio",2,"Opera","Internet Explorer",68,"Whatsapp, Youtube",4,40,"latest technologies and robotics","",0.0
"B100D-E1E4-633B0",359,"4:58","5:27",20,"2022-05-01",13,20,"7712211699","338865349061053","192.172.237.115","10.1895","79.1156","https://cracksfind.blogsp ot.com//2017/10/winedt-10 -2-crack.html","Airtel",3,"Chrome","Internet Explorer",52,"Twitter, Instagram",0,28,"villege complaints","",0.0
"8F7E1-AC3D-FA712",358,"11:40","12:13",7,"2022-05-02",2,22,"9210201331","954945123322583","192.235.135.169","10.1646","77.6586","https://giphy.com/gifs/xT htalyeLTjC4nhzoY/links","Jio",3,"Chrome","UC Browser",61,"Whatsapp",38,12,"play instruments","",0.0
"4654C-FC7D-DF126",357,"9:13","9:47",6,"2022-04-29",6,23,"7333596702","275457107045731","192.194.22.213","10.6874","78.7121","https://www.coursera.org/ accomplishments","BSNL",2,"Opera","BlackBerry",50,"Twitter, Youtube",7,15,"child speciality hospitals in tamilnadu","",0.0
"618F6-32A6-AD4F5",356,"6:0","6:37",3,"2022-04-28",12,34,"9917639610","804448089264566","192.218.247.59","11.9111","77.9873","https://shoppurplehaze.co m/giftloyalty/admin/admin home.php","Jio",1,"Firefox","UC Browser",36,"Facebook, Instagram, TikTok",12,30,"kids play dolls","",0.0
"B4556-4DBC-610A4",355,"12:25","12:44",14,"2022-04-29",6,30,"8830759233","927688278478924","192.82.214.160","11.7547","79.1688","https://archive.org/downl oad/all-archive-metadata- 12-2015","BSNL",1,"Opera","BlackBerry",64,"Twitter, Youtube, TikTok",34,12,"chat with online health care","",0.0
"42EA8-86C8-EDFCA",354,"1:31","2:31",20,"2022-04-30",4,18,"9880476025","598657336015750","192.119.34.19","11.5990","78.1653","https://www.linkedin.com/ messaging/thread/63749286 43759570944/","Jio",2,"Opera","Internet Explorer",30,"Facebook, Instagram, Snapchat",19,19,"learn programmings","",0.0
"68446-0844-C610A",352,"4:19","4:56",8,"2022-04-24",6,15,"6590991764","686955171272136","192.22.210.37","11.9971","78.7945","https://www.hackerearth.c om/challenge/competitive/ february-sql-challenge-20 18/add-information/","Airtel",2,"Chrome","Chrome",34,"Whatsapp, Instagram, LinkedIn",23,28,"cancer diseases and symptoms","",0.0
"FA0B8-5CF7-D6421",351,"19:22","19:49",3,"2022-04-26",1,15,"9630581232","178207553490317","192.168.207.187","10.5893","79.1148","http://thesheeparecoming. tripod.com/papercrane/","Vodafone",3,"Safari","BlackBerry",42,"Facebook, Google, TikTok",13,6,"the sheepare coming","",0.0
"0D64F-FB15-3F702",347,"6:22","6:38",15,"2022-04-24",2,37,"8476303220","349266934651873","192.52.193.63","11.8523","79.7308","https://web.facebook.com/ events/149090099101238/?a ctive_tab=about","Jio",1,"Opera","BlackBerry",42,"Twitter",32,30,"image editing softwares","",0.0
"48362-4E7F-B6173",345,"12:40","13:1",8,"2022-05-02",4,13,"9594011517","384753353343269","192.12.189.109","11.7097","80.7275","https://www.w3schools.com /html/tryit.asp?filename= tryhtml5_geolocation","Airtel",1,"Internet Explorer","Android Browser",37,"Facebook, Youtube, TikTok",23,48,"web technologies","",0.0
"F651A-82DD-5A4B3",344,"3:32","3:50",22,"2022-04-23",6,17,"7423545001","575705962585845","192.123.211.74","11.6568","78.9439","https://www.hackerrank.co m/challenges/python-lists","Airtel",1,"Safari","Internet Explorer",35,"Facebook, Youtube",1,35,"heart speciality hospitals in tamilnadu","",0.0
"68446-0844-C610A",343,"13:55","14:40",16,"2022-05-02",12,36,"6590991764","686955171272136","192.248.184.21","10.5384","78.5052","https://shoppurplehaze.co m/giftloyalty/admin/users /usermaint.php#","BSNL",2,"Safari","UC Browser",66,"Facebook, Instagram",9,30,"latest mobile","",0.0
"20701-1AD4-24B2D",342,"11:2","11:41",17,"2022-04-24",13,31,"6866238651","761894549079701","192.157.157.72","10.5654","80.7342","https://web.facebook.com/ MekTekBD/inbox/?selected_ item_id=100007801654210","Airtel",3,"Firefox","Internet Explorer",40,"Facebook",28,22,"women safety","",0.0
"CDAC7-4685-EE706",341,"5:3","5:14",24,"2022-04-28",1,11,"9971073150","540453464383450","192.187.9.106","10.6889","80.8637","http://www.angelfire.com/ me3/mandaplay/index.html","BSNL",3,"Safari","Android Browser",47,"Whatsapp",21,36,"mandaplay","",0.0
"767EE-FA8F-D1544",339,"15:25","15:44",3,"2022-04-24",13,30,"6870059017","667764933868187","192.77.175.184","11.4336","79.6416","https://www.udemy.com/hom e/my-courses/learning/","Airtel",1,"Safari","Internet Explorer",43,"Twitter, Google, Snapchat",37,4,"animation courses","",0.0
"0D64F-FB15-3F702",340,"9:41","10:41",16,"2022-04-29",5,38,"8476303220","349266934651873","192.47.21.26","11.6422","78.6196","https://ezgif.com/video-t o-gif","Airtel",2,"Chrome","Internet Explorer",31,"Whatsapp, Google",9,17,"game download","",0.0
"68C06-20DC-8E6F5",336,"17:48","18:20",11,"2022-05-01",2,15,"9243421208","318498775544637","192.86.72.51","10.3969","78.6178","http://rezwanarefin01.git hub.io/aboutme/","Vodafone",1,"Safari","UC Browser",31,"Whatsapp",19,41,"dance master","",0.0
"2DB6B-DEAF-571D7",335,"5:14","6:13",19,"2022-04-25",2,33,"7925534460","768588293364277","192.93.75.176","10.6934","79.7502","https://www.youtube.com/w atch?v=YNRc6c0wUA8","Airtel",3,"Chrome","UC Browser",59,"Whatsapp",20,9,"music apps download","",0.0
"52F0B-1588-FD1ED",334,"15:13","15:49",23,"2022-04-23",6,17,"7519317098","747297769753899","192.142.227.186","11.1227","77.9247","https://www.youtube.com/w atch?v=ZDFJqOTbSmE","Jio",1,"Internet Explorer","Internet Explorer",40,"Twitter, Instagram",21,21,"cancer speciality hospitals in tamilnadu","",0.0
"4C022-84D7-012D8",333,"13:16","14:11",16,"2022-04-25",5,36,"7688643128","612222018815571","192.158.108.178","10.3518","78.4021","https://www.floydlabs.com /notebooks/dWULYLcW3dN62T LeyReUzJ/tree/floydhub/Bo otstrap","BSNL",2,"Safari","UC Browser",60,"Facebook, Google",21,40,"game download","",0.0
"B6BCA-F133-20BAC",330,"19:46","20:14",19,"2022-04-25",2,13,"9202019514","398064663162622","192.155.115.31","11.9005","80.9271","http://rezwanarefin01.git hub.io/aboutme/","Airtel",1,"Chrome","BlackBerry",52,"Whatsapp",30,15,"dance master","",0.0
"2601F-4CE1-5F175",329,"3:14","3:53",20,"2022-05-01",1,39,"8732622663","310889725998090","192.106.35.47","10.2654","78.8019","http://www.cutepet.org/","Airtel",3,"Internet Explorer","Safari (in-app)",59,"Twitter, Instagram, Snapchat",15,3,"cutepet","",0.0
"618F6-32A6-AD4F5",328,"10:5","10:36",13,"2022-04-29",11,13,"9917639610","804448089264566","192.147.241.26","10.7859","77.2535","https://github.com/shawon 100","Vodafone",3,"Chrome","UC Browser",66,"Whatsapp, Instagram, TikTok",49,1,"birds information","",0.0
"5B31B-AC66-A7484",327,"6:18","6:59",5,"2022-05-02",3,40,"7157614901","996584458039351","192.157.84.18","10.6596","77.3846","https://www.hackerrank.co m/challenges/swap-case/pr oblem","Airtel",1,"Opera","BlackBerry",35,"Twitter, Youtube",13,33,"marketing agencies","",0.0
"4BDC5-5271-27B7C",326,"14:44","15:15",10,"2022-04-26",7,29,"9623842628","353478242170543","192.20.147.184","10.2445","78.5163","http://www.supercounters. com/map/1343844","BSNL",2,"Safari","Chrome",34,"Facebook",12,39,"online class","",0.0
"4B7B1-246F-A7837",325,"12:43","13:15",7,"2022-04-24",13,34,"8445207541","226561390854452","192.167.42.134","10.8656","80.7792","https://web.facebook.com/ MekTekBD/inbox/?selected_ item_id=100007801654210","Vodafone",1,"Opera","Android Browser",55,"Twitter",12,35,"women safety","",0.0
"54FA5-6F1D-446F3",324,"13:8","13:23",8,"2022-04-23",4,16,"7132955191","276922165250305","192.222.243.129","11.2845","79.1552","https://archive.ics.uci.e du/ml/machine-learning-da tabases/iris/","BSNL",1,"Opera","Android Browser",60,"Facebook, Youtube, LinkedIn",16,30,"mobile applications","",0.0
"527E6-6CDF-E1EC6",322,"2:41","3:27",3,"2022-04-25",6,24,"9662895044","348533112110829","192.49.78.77","11.8281","78.9875","https://www.youtube.com/w atch?v=ZDFJqOTbSmE","Vodafone",3,"Opera","Chrome",40,"Facebook, Youtube, TikTok",41,44,"cancer speciality hospitals in tamilnadu","",0.0
"F875A-DD47-DE07C",321,"1:58","2:29",18,"2022-04-25",5,20,"7534661494","706929961793089","192.193.28.218","11.8383","80.3684","https://web.facebook.com/ groups/pxperts/?ref=linke d_groups_hscroll","Jio",2,"Chrome","Android Browser",59,"Whatsapp",23,49,"latest games download","",0.0
"D8EBB-8ABD-6CBEC",319,"15:47","16:5",4,"2022-04-26",1,12,"9206211590","653923088321650","192.183.73.120","11.1197","80.4681","http://www.hentai-games.c om/","BSNL",2,"Opera","BlackBerry",70,"Facebook, Google, LinkedIn",17,1,"hentai games zone","",0.0
"42061-BE27-52154",318,"12:32","12:56",5,"2022-04-28",9,26,"8669762578","811706628674961","192.241.16.3","10.5984","80.7391","https://www.linkedin.com/ messaging/thread/63528533 47023843328/","Jio",3,"Firefox","Safari (in-app)",54,"Facebook, Google",3,11,"temple rework","",0.0
"1F4FB-8163-B4736",317,"15:13","15:35",11,"2022-04-24",4,14,"7269244234","115323950196075","192.181.209.77","10.7435","77.6747","https://github.com/shawon 100/Online-Compiler","Vodafone",2,"Safari","Internet Explorer",34,"Twitter, Instagram, LinkedIn",29,46,"cloud computing usage","",0.0
"567ED-F30A-3C4E7",316,"7:16","7:56",25,"2022-04-27",9,23,"6850456912","717942373998740","192.167.130.208","10.1934","77.5548","https://www.udebug.com/FB HC/facebook-hacker-cup-20 17/qualification-round","Airtel",3,"Firefox","Safari (in-app)",59,"Twitter",1,36,"design templates","",0.0
"13ECA-1C37-254F0",311,"14:55","15:22",1,"2022-05-01",13,33,"7821363885","148772113586143","192.134.9.116","10.9921","79.1262","https://plus.google.com/","Airtel",3,"Opera","UC Browser",58,"Facebook, Instagram",12,38,"women safety","",0.0
"A40D3-E46A-8A378",309,"2:0","2:49",21,"2022-04-27",7,17,"8629349358","411892294717733","192.232.42.110","10.2221","77.3987","https://gfycat.com/upload /results","Airtel",1,"Firefox","Android Browser",54,"Facebook",23,13,"kids shopping","",0.0
